SalesOrderNumber,Date,Customer,Territory,Country,Region,Product,Subcategory,Category,Cost,Quantity,Price,Tax
SO45453,18/08/2018,Donna Xie,Europe,France,France,"Road-150 Red, 44",Road Bikes,Bikes,2171.29,18,3578.27,286.26
SO45757,25/09/2018,Trisha Lin,Europe,France,France,"Road-150 Red, 48",Road Bikes,Bikes,2171.29,25,3578.27,286.26
SO46683,29/12/2018,Jennifer Green,Pacific,Australia,Australia,"Mountain-200 Silver, 42",Mountain Bikes,Bikes,1117.86,29,2071.42,165.71
SO45602,01/09/2018,Tamara Zhu,Europe,France,France,"Road-150 Red, 48",Road Bikes,Bikes,2171.29,1,3578.27,286.26
SO45586,30/08/2018,Joel Prasad,Europe,France,France,"Road-150 Red, 44",Road Bikes,Bikes,2171.29,30,3578.27,286.26
SO45726,20/09/2018,Lance Gill,Europe,France,France,"Road-150 Red, 52",Road Bikes,Bikes,2171.29,20,3578.27,286.26
SO45618,03/09/2018,Dawn Lal,Europe,France,France,"Road-150 Red, 44",Road Bikes,Bikes,2171.29,3,3578.27,286.26
SO45724,20/09/2018,Maurice Lal,Europe,France,France,"Road-150 Red, 48",Road Bikes,Bikes,2171.29,20,3578.27,286.26
SO45762,25/09/2018,Barry Martinez,Europe,France,France,"Road-150 Red, 48",Road Bikes,Bikes,2171.29,25,3578.27,286.26
SO45989,25/10/2018,Clarence Gao,Europe,France,France,"Road-150 Red, 44",Road Bikes,Bikes,2171.29,25,3578.27,286.26
SO45896,12/10/2018,Bonnie Nath,Europe,France,France,"Road-150 Red, 44",Road Bikes,Bikes,2171.29,12,3578.27,286.26
SO45861,06/10/2018,Aaron Wright,Europe,France,France,"Road-150 Red, 44",Road Bikes,Bikes,2171.29,6,3578.27,286.26
SO45885,10/10/2018,Larry Vazquez,Europe,France,France,"Road-150 Red, 52",Road Bikes,Bikes,2171.29,10,3578.27,286.26
SO46567,23/12/2018,Ian Lewis,North America,United States,Northwest,"Road-150 Red, 52",Road Bikes,Bikes,2171.29,23,3578.27,286.26
SO46451,08/12/2018,Ian Rodriguez,North America,United States,Southwest,"Road-150 Red, 62",Road Bikes,Bikes,2171.29,8,3578.27,286.26
SO45990,25/10/2018,Heather Zheng,Europe,France,France,"Road-150 Red, 56",Road Bikes,Bikes,2171.29,25,3578.27,286.26
SO45961,21/10/2018,Hannah Wood,Europe,France,France,"Road-150 Red, 48",Road Bikes,Bikes,2171.29,21,3578.27,286.26
SO46005,27/10/2018,Miguel Lee,Europe,France,France,"Road-150 Red, 48",Road Bikes,Bikes,2171.29,27,3578.27,286.26
SO45878,10/10/2018,Teresa Vazquez,Europe,France,France,"Road-150 Red, 62",Road Bikes,Bikes,2171.29,10,3578.27,286.26
SO45859,06/10/2018,Lindsey Deng,Europe,France,France,"Road-150 Red, 56",Road Bikes,Bikes,2171.29,6,3578.27,286.26
SO46485,13/12/2018,Chloe Hughes,North America,United States,Southwest,"Road-150 Red, 52",Road Bikes,Bikes,2171.29,13,3578.27,286.26
SO46523,18/12/2018,Antonio Butler,North America,United States,Southwest,"Road-150 Red, 52",Road Bikes,Bikes,2171.29,18,3578.27,286.26
SO46568,23/12/2018,Alexandra Richardson,North America,United States,Northwest,"Road-150 Red, 48",Road Bikes,Bikes,2171.29,23,3578.27,286.26
SO46559,22/12/2018,Jonathan Smith,North America,United States,Southwest,"Road-150 Red, 62",Road Bikes,Bikes,2171.29,22,3578.27,286.26
SO46503,16/12/2018,Alexandra Harris,North America,United States,Northwest,"Road-150 Red, 62",Road Bikes,Bikes,2171.29,16,3578.27,286.26
SO46544,21/12/2018,Jordyn Bryant,North America,United States,Northwest,"Road-150 Red, 44",Road Bikes,Bikes,2171.29,21,3578.27,286.26
SO46479,12/12/2018,Johnathan Chapman,North America,United States,Southwest,"Road-150 Red, 62",Road Bikes,Bikes,2171.29,12,3578.27,286.26
SO46565,23/12/2018,Thomas Zhang,North America,United States,Northwest,"Road-150 Red, 44",Road Bikes,Bikes,2171.29,23,3578.27,286.26
SO46521,18/12/2018,Charles Evans,North America,United States,Southwest,"Road-150 Red, 62",Road Bikes,Bikes,2171.29,18,3578.27,286.26
SO46458,09/12/2018,Morgan Thomas,North America,United States,Southwest,"Road-150 Red, 62",Road Bikes,Bikes,2171.29,9,3578.27,286.26
SO46445,07/12/2018,Abigail Clark,North America,United States,Northwest,"Road-150 Red, 48",Road Bikes,Bikes,2171.29,7,3578.27,286.26
SO46591,27/12/2018,Samantha Taylor,North America,United States,Northwest,"Road-150 Red, 62",Road Bikes,Bikes,2171.29,27,3578.27,286.26
SO46538,20/12/2018,Kristen Gao,North America,United States,Southwest,"Road-150 Red, 62",Road Bikes,Bikes,2171.29,20,3578.27,286.26
SO46446,07/12/2018,Joseph Anderson,North America,United States,Northwest,"Road-150 Red, 48",Road Bikes,Bikes,2171.29,7,3578.27,286.26
SO46406,01/12/2018,Mason Rogers,North America,United States,Northwest,"Road-150 Red, 48",Road Bikes,Bikes,2171.29,1,3578.27,286.26
SO46546,21/12/2018,Jeremy Richardson,North America,United States,Northwest,"Road-150 Red, 62",Road Bikes,Bikes,2171.29,21,3578.27,286.26
SO46529,19/12/2018,Jonathan Campbell,North America,United States,Northwest,"Road-150 Red, 56",Road Bikes,Bikes,2171.29,19,3578.27,286.26
SO46566,23/12/2018,Jamie Zeng,North America,United States,Southwest,"Road-150 Red, 44",Road Bikes,Bikes,2171.29,23,3578.27,286.26
SO45841,03/10/2018,Jaclyn Chander,Europe,France,France,"Road-150 Red, 44",Road Bikes,Bikes,2171.29,3,3578.27,286.26
SO45981,24/10/2018,Marvin Moreno,Europe,France,France,"Road-150 Red, 62",Road Bikes,Bikes,2171.29,24,3578.27,286.26
SO46301,24/11/2018,Theodore Suarez,Europe,France,France,"Road-150 Red, 52",Road Bikes,Bikes,2171.29,24,3578.27,286.26
SO46161,05/11/2018,Nicolas Chander,Europe,France,France,"Road-150 Red, 44",Road Bikes,Bikes,2171.29,5,3578.27,286.26
SO46218,13/11/2018,Derek Tang,Europe,France,France,"Road-150 Red, 52",Road Bikes,Bikes,2171.29,13,3578.27,286.26
SO46192,10/11/2018,Russell Raje,Europe,France,France,"Road-150 Red, 56",Road Bikes,Bikes,2171.29,10,3578.27,286.26
SO46263,18/11/2018,Kelsey Xie,Europe,France,France,"Road-150 Red, 62",Road Bikes,Bikes,2171.29,18,3578.27,286.26
SO46311,26/11/2018,Yolanda Xie,Europe,France,France,"Road-150 Red, 56",Road Bikes,Bikes,2171.29,26,3578.27,286.26
SO46237,14/11/2018,Summer Smith,Europe,France,France,"Road-150 Red, 48",Road Bikes,Bikes,2171.29,14,3578.27,286.26
SO46209,11/11/2018,Adam Baker,Europe,France,France,"Road-150 Red, 48",Road Bikes,Bikes,2171.29,11,3578.27,286.26
SO46210,11/11/2018,Janelle Fernandez,Europe,France,France,"Road-150 Red, 52",Road Bikes,Bikes,2171.29,11,3578.27,286.26
SO46498,16/12/2018,Isabella Edwards,North America,United States,Southwest,"Road-150 Red, 52",Road Bikes,Bikes,2171.29,16,3578.27,286.26
SO46522,18/12/2018,Eduardo Allen,North America,United States,Southwest,"Road-150 Red, 48",Road Bikes,Bikes,2171.29,18,3578.27,286.26
SO46483,13/12/2018,Stephanie Bailey,North America,United States,Southwest,"Road-150 Red, 48",Road Bikes,Bikes,2171.29,13,3578.27,286.26
SO46422,04/12/2018,Megan Williams,North America,United States,Southwest,"Road-150 Red, 44",Road Bikes,Bikes,2171.29,4,3578.27,286.26
SO46464,10/12/2018,Jonathan Anderson,North America,United States,Southwest,"Road-150 Red, 62",Road Bikes,Bikes,2171.29,10,3578.27,286.26
SO46509,17/12/2018,Jocelyn Long,North America,United States,Southwest,"Road-150 Red, 62",Road Bikes,Bikes,2171.29,17,3578.27,286.26
SO46465,10/12/2018,Madeline Campbell,North America,United States,Southwest,"Road-150 Red, 44",Road Bikes,Bikes,2171.29,10,3578.27,286.26
SO46431,05/12/2018,Robert Adams,North America,United States,Northwest,"Road-150 Red, 62",Road Bikes,Bikes,2171.29,5,3578.27,286.26
SO46557,22/12/2018,Thomas Jai,North America,United States,Southwest,"Road-150 Red, 62",Road Bikes,Bikes,2171.29,22,3578.27,286.26
SO46593,27/12/2018,Brianna Morris,North America,United States,Northwest,"Road-150 Red, 56",Road Bikes,Bikes,2171.29,27,3578.27,286.26
SO46577,25/12/2018,Benjamin Moore,North America,United States,Northwest,"Road-150 Red, 44",Road Bikes,Bikes,2171.29,25,3578.27,286.26
SO46466,10/12/2018,Kaitlyn Alexander,North America,United States,Northwest,"Road-150 Red, 44",Road Bikes,Bikes,2171.29,10,3578.27,286.26
SO46547,21/12/2018,Vanessa Russell,North America,United States,Northwest,"Road-150 Red, 52",Road Bikes,Bikes,2171.29,21,3578.27,286.26
SO46688,31/12/2018,Vanessa Bryant,North America,United States,Northwest,"Road-250 Red, 48",Road Bikes,Bikes,1518.79,31,2443.35,195.47
SO46685,30/12/2018,Isaiah Sanchez,North America,United States,Southwest,"Road-250 Black, 52",Road Bikes,Bikes,1320.68,30,2181.56,174.53
SO46689,31/12/2018,Kevin Baker,North America,United States,Southwest,"Road-250 Red, 48",Road Bikes,Bikes,1518.79,31,2443.35,195.47
SO46690,31/12/2018,Trisha Ma,North America,United States,Southwest,"Road-250 Red, 44",Road Bikes,Bikes,1518.79,31,2443.35,195.47
SO46679,29/12/2018,Eduardo Williams,North America,United States,Northwest,"Road-250 Black, 44",Road Bikes,Bikes,1320.68,29,2181.56,174.53
SO46691,31/12/2018,Xavier Moore,North America,United States,Southwest,"Road-250 Red, 44",Road Bikes,Bikes,1518.79,31,2443.35,195.47
SO46692,31/12/2018,Cassidy Bryant,North America,United States,Southwest,"Road-250 Red, 48",Road Bikes,Bikes,1518.79,31,2443.35,195.47
SO46693,31/12/2018,Ethan Simmons,North America,United States,Southwest,"Road-250 Black, 44",Road Bikes,Bikes,1320.68,31,2181.56,174.53
SO46694,31/12/2018,Isabella Hernandez,North America,United States,Southwest,"Road-250 Black, 44",Road Bikes,Bikes,1320.68,31,2181.56,174.53
SO43759,13/01/2018,Jon Chander,Europe,Germany,Germany,"Road-150 Red, 62",Road Bikes,Bikes,2171.29,13,3578.27,286.26
SO43725,05/01/2018,Anne Dominguez,Europe,Germany,Germany,"Road-150 Red, 44",Road Bikes,Bikes,2171.29,5,3578.27,286.26
SO43808,23/01/2018,Allen Garcia,Europe,Germany,Germany,"Road-150 Red, 52",Road Bikes,Bikes,2171.29,23,3578.27,286.26
SO43776,17/01/2018,James Flores,Europe,Germany,Germany,"Road-150 Red, 56",Road Bikes,Bikes,2171.29,17,3578.27,286.26
SO43737,08/01/2018,Lindsey Andersen,Europe,Germany,Germany,"Road-150 Red, 44",Road Bikes,Bikes,2171.29,8,3578.27,286.26
SO46226,13/11/2018,Kate Anand,Europe,France,France,"Road-150 Red, 52",Road Bikes,Bikes,2171.29,13,3578.27,286.26
SO43720,03/01/2018,Melanie Sanchez,Europe,Germany,Germany,"Road-150 Red, 44",Road Bikes,Bikes,2171.29,3,3578.27,286.26
SO43752,11/01/2018,Luke Adams,Europe,Germany,Germany,"Road-150 Red, 44",Road Bikes,Bikes,2171.29,11,3578.27,286.26
SO46138,01/11/2018,Ethan Bryant,Europe,France,France,"Road-150 Red, 44",Road Bikes,Bikes,2171.29,1,3578.27,286.26
SO43841,28/01/2018,Craig Jiménez,Europe,Germany,Germany,"Road-150 Red, 56",Road Bikes,Bikes,2171.29,28,3578.27,286.26
SO46244,15/11/2018,Beth Alonso,Europe,France,France,"Road-150 Red, 62",Road Bikes,Bikes,2171.29,15,3578.27,286.26
SO46420,03/12/2018,Ernest Liu,Europe,France,France,"Road-150 Red, 52",Road Bikes,Bikes,2171.29,3,3578.27,286.26
SO43712,01/01/2018,Abigail Henderson,Europe,Germany,Germany,"Road-150 Red, 44",Road Bikes,Bikes,2171.29,1,3578.27,286.26
SO44011,17/02/2018,Lindsay Luo,Europe,Germany,Germany,"Road-150 Red, 62",Road Bikes,Bikes,2171.29,17,3578.27,286.26
SO43985,11/02/2018,Cara Liang,Europe,Germany,Germany,"Road-150 Red, 52",Road Bikes,Bikes,2171.29,11,3578.27,286.26
SO46570,24/12/2018,Arianna Ward,Europe,France,France,"Road-150 Red, 52",Road Bikes,Bikes,2171.29,24,3578.27,286.26
SO46392,29/11/2018,Jill Moreno,Europe,France,France,"Road-150 Red, 52",Road Bikes,Bikes,2171.29,29,3578.27,286.26
SO44049,24/02/2018,Vanessa Henderson,Europe,Germany,Germany,"Road-150 Red, 56",Road Bikes,Bikes,2171.29,24,3578.27,286.26
SO43975,09/02/2018,Paula Ortega,Europe,Germany,Germany,"Road-150 Red, 48",Road Bikes,Bikes,2171.29,9,3578.27,286.26
SO44068,28/02/2018,Ashlee Xu,Europe,Germany,Germany,"Road-150 Red, 52",Road Bikes,Bikes,2171.29,28,3578.27,286.26
SO44054,26/02/2018,Sharon Kumar,Europe,Germany,Germany,"Road-150 Red, 56",Road Bikes,Bikes,2171.29,26,3578.27,286.26
SO44055,26/02/2018,Phillip Rana,Europe,Germany,Germany,"Road-150 Red, 62",Road Bikes,Bikes,2171.29,26,3578.27,286.26
SO43984,11/02/2018,Brad Sharma,Europe,Germany,Germany,"Road-150 Red, 44",Road Bikes,Bikes,2171.29,11,3578.27,286.26
SO43922,29/01/2018,Mitchell Jai,Europe,Germany,Germany,"Road-150 Red, 62",Road Bikes,Bikes,2171.29,29,3578.27,286.26
SO43931,01/02/2018,Bridget Jai,Europe,Germany,Germany,"Road-150 Red, 52",Road Bikes,Bikes,2171.29,1,3578.27,286.26
SO46572,24/12/2018,Trevor Hughes,Europe,France,France,"Road-150 Red, 56",Road Bikes,Bikes,2171.29,24,3578.27,286.26
SO46573,24/12/2018,Tammy Smith,Europe,France,France,"Road-150 Red, 56",Road Bikes,Bikes,2171.29,24,3578.27,286.26
SO46536,19/12/2018,Alisha Nath,Europe,France,France,"Road-150 Red, 44",Road Bikes,Bikes,2171.29,19,3578.27,286.26
SO46497,16/12/2018,Karen Lu,Europe,France,France,"Road-150 Red, 62",Road Bikes,Bikes,2171.29,16,3578.27,286.26
SO44056,26/02/2018,Lori Ramos,Europe,Germany,Germany,"Road-150 Red, 56",Road Bikes,Bikes,2171.29,26,3578.27,286.26
SO44216,19/03/2018,Andres Shan,Europe,Germany,Germany,"Road-150 Red, 56",Road Bikes,Bikes,2171.29,19,3578.27,286.26
SO43739,08/01/2018,Phillip Sai,Europe,United Kingdom,United Kingdom,"Road-150 Red, 62",Road Bikes,Bikes,2171.29,8,3578.27,286.26
SO46430,05/12/2018,Sabrina Blanco,Europe,France,France,"Road-150 Red, 56",Road Bikes,Bikes,2171.29,5,3578.27,286.26
SO44158,05/03/2018,Anne Rubio,Europe,Germany,Germany,"Road-150 Red, 44",Road Bikes,Bikes,2171.29,5,3578.27,286.26
SO44192,14/03/2018,Benjamin Jackson,Europe,Germany,Germany,"Road-150 Red, 48",Road Bikes,Bikes,2171.29,14,3578.27,286.26
SO44141,02/03/2018,Shaun Deng,Europe,Germany,Germany,"Road-150 Red, 52",Road Bikes,Bikes,2171.29,2,3578.27,286.26
SO43742,09/01/2018,Tamara Lal,Europe,United Kingdom,United Kingdom,"Road-150 Red, 56",Road Bikes,Bikes,2171.29,9,3578.27,286.26
SO44258,27/03/2018,Alan Chen,Europe,Germany,Germany,"Road-150 Red, 62",Road Bikes,Bikes,2171.29,27,3578.27,286.26
SO44240,23/03/2018,Carol Xu,Europe,Germany,Germany,"Road-150 Red, 44",Road Bikes,Bikes,2171.29,23,3578.27,286.26
SO43722,04/01/2018,Albert Blanco,Europe,United Kingdom,United Kingdom,"Road-150 Red, 48",Road Bikes,Bikes,2171.29,4,3578.27,286.26
SO43801,21/01/2018,Blake Butler,Europe,United Kingdom,United Kingdom,"Road-150 Red, 44",Road Bikes,Bikes,2171.29,21,3578.27,286.26
SO43832,26/01/2018,Isaiah Cox,Europe,United Kingdom,United Kingdom,"Road-150 Red, 62",Road Bikes,Bikes,2171.29,26,3578.27,286.26
SO43804,22/01/2018,Savannah Morris,Europe,United Kingdom,United Kingdom,"Road-150 Red, 62",Road Bikes,Bikes,2171.29,22,3578.27,286.26
SO43721,03/01/2018,Louis Xie,Europe,United Kingdom,United Kingdom,"Road-150 Red, 62",Road Bikes,Bikes,2171.29,3,3578.27,286.26
SO43714,02/01/2018,Latasha Alonso,Europe,United Kingdom,United Kingdom,"Road-150 Red, 44",Road Bikes,Bikes,2171.29,2,3578.27,286.26
SO43941,03/02/2018,Marie Sanz,Europe,United Kingdom,United Kingdom,"Road-150 Red, 56",Road Bikes,Bikes,2171.29,3,3578.27,286.26
SO43954,05/02/2018,Virginia Mehta,Europe,United Kingdom,United Kingdom,"Road-150 Red, 44",Road Bikes,Bikes,2171.29,5,3578.27,286.26
SO44413,17/04/2018,Drew Sharma,Europe,Germany,Germany,"Road-150 Red, 62",Road Bikes,Bikes,2171.29,17,3578.27,286.26
SO44421,18/04/2018,Levi Rana,Europe,Germany,Germany,"Road-150 Red, 52",Road Bikes,Bikes,2171.29,18,3578.27,286.26
SO43955,05/02/2018,Andre Sara,Europe,United Kingdom,United Kingdom,"Road-150 Red, 56",Road Bikes,Bikes,2171.29,5,3578.27,286.26
SO44402,14/04/2018,Teresa Ruiz,Europe,Germany,Germany,"Road-150 Red, 56",Road Bikes,Bikes,2171.29,14,3578.27,286.26
SO44042,23/02/2018,Warren Goel,Europe,United Kingdom,United Kingdom,"Road-150 Red, 52",Road Bikes,Bikes,2171.29,23,3578.27,286.26
SO44043,23/02/2018,Sandra Li,Europe,United Kingdom,United Kingdom,"Road-150 Red, 44",Road Bikes,Bikes,2171.29,23,3578.27,286.26
SO44010,17/02/2018,Jan Watson,Europe,United Kingdom,United Kingdom,"Road-150 Red, 62",Road Bikes,Bikes,2171.29,17,3578.27,286.26
SO44472,29/04/2018,Briana Torres,Europe,Germany,Germany,"Road-150 Red, 48",Road Bikes,Bikes,2171.29,29,3578.27,286.26
SO44361,08/04/2018,Peter Jai,Europe,Germany,Germany,"Road-150 Red, 62",Road Bikes,Bikes,2171.29,8,3578.27,286.26
SO43974,09/02/2018,Mario Xie,Europe,United Kingdom,United Kingdom,"Road-150 Red, 48",Road Bikes,Bikes,2171.29,9,3578.27,286.26
SO44031,21/02/2018,Teresa Ramos,Europe,United Kingdom,United Kingdom,"Road-150 Red, 52",Road Bikes,Bikes,2171.29,21,3578.27,286.26
SO44044,23/02/2018,Claudia Gao,Europe,United Kingdom,United Kingdom,"Road-150 Red, 56",Road Bikes,Bikes,2171.29,23,3578.27,286.26
SO44051,25/02/2018,Ariana Bailey,Europe,United Kingdom,United Kingdom,"Road-150 Red, 62",Road Bikes,Bikes,2171.29,25,3578.27,286.26
SO44015,18/02/2018,Dominic Gonzalez,Europe,United Kingdom,United Kingdom,"Road-150 Red, 44",Road Bikes,Bikes,2171.29,18,3578.27,286.26
SO44444,24/04/2018,Jésus Munoz,Europe,Germany,Germany,"Road-150 Red, 44",Road Bikes,Bikes,2171.29,24,3578.27,286.26
SO44138,02/03/2018,Jaime Shen,Europe,United Kingdom,United Kingdom,"Road-150 Red, 62",Road Bikes,Bikes,2171.29,2,3578.27,286.26
SO44373,10/04/2018,Linda Jimenez,Europe,Germany,Germany,"Road-150 Red, 62",Road Bikes,Bikes,2171.29,10,3578.27,286.26
SO44426,19/04/2018,Gerald Moreno,Europe,Germany,Germany,"Road-150 Red, 56",Road Bikes,Bikes,2171.29,19,3578.27,286.26
SO44622,09/05/2018,Victor Moreno,Europe,Germany,Germany,"Road-150 Red, 44",Road Bikes,Bikes,2171.29,9,3578.27,286.26
SO44161,06/03/2018,Michele Perez,Europe,United Kingdom,United Kingdom,"Road-150 Red, 56",Road Bikes,Bikes,2171.29,6,3578.27,286.26
SO44722,28/05/2018,Steve Guo,Europe,Germany,Germany,"Road-150 Red, 62",Road Bikes,Bikes,2171.29,28,3578.27,286.26
SO44252,26/03/2018,Manuel Perez,Europe,United Kingdom,United Kingdom,"Road-150 Red, 48",Road Bikes,Bikes,2171.29,26,3578.27,286.26
SO44611,08/05/2018,Roger Huang,Europe,Germany,Germany,"Road-150 Red, 56",Road Bikes,Bikes,2171.29,8,3578.27,286.26
SO44580,03/05/2018,Kelli Lu,Europe,Germany,Germany,"Road-150 Red, 56",Road Bikes,Bikes,2171.29,3,3578.27,286.26
SO44210,18/03/2018,Logan Wright,Europe,United Kingdom,United Kingdom,"Road-150 Red, 62",Road Bikes,Bikes,2171.29,18,3578.27,286.26
SO44173,08/03/2018,Spencer Griffin,Europe,United Kingdom,United Kingdom,"Road-150 Red, 48",Road Bikes,Bikes,2171.29,8,3578.27,286.26
SO44619,09/05/2018,Julie Shan,Europe,Germany,Germany,"Road-150 Red, 48",Road Bikes,Bikes,2171.29,9,3578.27,286.26
SO44673,17/05/2018,Nina Deng,Europe,Germany,Germany,"Road-150 Red, 56",Road Bikes,Bikes,2171.29,17,3578.27,286.26
SO44139,02/03/2018,Charles Taylor,Europe,United Kingdom,United Kingdom,"Road-150 Red, 44",Road Bikes,Bikes,2171.29,2,3578.27,286.26
SO44270,30/03/2018,Mallory Martin,Europe,United Kingdom,United Kingdom,"Road-150 Red, 56",Road Bikes,Bikes,2171.29,30,3578.27,286.26
SO44590,05/05/2018,Carl Raje,Europe,Germany,Germany,"Road-150 Red, 62",Road Bikes,Bikes,2171.29,5,3578.27,286.26
SO45023,28/06/2018,Frederick Rana,Europe,Germany,Germany,"Road-150 Red, 62",Road Bikes,Bikes,2171.29,28,3578.27,286.26
SO44837,05/06/2018,Richard Perez,Europe,Germany,Germany,"Road-150 Red, 48",Road Bikes,Bikes,2171.29,5,3578.27,286.26
SO44268,28/03/2018,Danny Alvarez,Europe,United Kingdom,United Kingdom,"Road-150 Red, 48",Road Bikes,Bikes,2171.29,28,3578.27,286.26
SO44134,01/03/2018,Allen Lopez,Europe,United Kingdom,United Kingdom,"Road-150 Red, 62",Road Bikes,Bikes,2171.29,1,3578.27,286.26
SO44905,14/06/2018,Jay Moyer,Europe,Germany,Germany,"Road-150 Red, 48",Road Bikes,Bikes,2171.29,14,3578.27,286.26
SO44902,13/06/2018,Randall Carlson,Europe,Germany,Germany,"Road-150 Red, 56",Road Bikes,Bikes,2171.29,13,3578.27,286.26
SO44808,01/06/2018,Dominic Sara,Europe,Germany,Germany,"Road-150 Red, 44",Road Bikes,Bikes,2171.29,1,3578.27,286.26
SO44233,22/03/2018,Clayton Kumar,Europe,United Kingdom,United Kingdom,"Road-150 Red, 62",Road Bikes,Bikes,2171.29,22,3578.27,286.26
SO44917,15/06/2018,Kenneth Xie,Europe,Germany,Germany,"Road-150 Red, 62",Road Bikes,Bikes,2171.29,15,3578.27,286.26
SO45002,26/06/2018,Phillip Mehta,Europe,Germany,Germany,"Road-150 Red, 48",Road Bikes,Bikes,2171.29,26,3578.27,286.26
SO44249,25/03/2018,Shawn Nara,Europe,United Kingdom,United Kingdom,"Road-150 Red, 52",Road Bikes,Bikes,2171.29,25,3578.27,286.26
SO44271,30/03/2018,Lisa Zheng,Europe,United Kingdom,United Kingdom,"Road-150 Red, 56",Road Bikes,Bikes,2171.29,30,3578.27,286.26
SO44223,20/03/2018,Kurt Tang,Europe,United Kingdom,United Kingdom,"Road-150 Red, 62",Road Bikes,Bikes,2171.29,20,3578.27,286.26
SO45007,27/06/2018,Joy Ruiz,Europe,Germany,Germany,"Road-150 Red, 62",Road Bikes,Bikes,2171.29,27,3578.27,286.26
SO44838,05/06/2018,Vincent He,Europe,Germany,Germany,"Road-150 Red, 44",Road Bikes,Bikes,2171.29,5,3578.27,286.26
SO45032,30/06/2018,Meredith Sai,Europe,Germany,Germany,"Road-150 Red, 44",Road Bikes,Bikes,2171.29,30,3578.27,286.26
SO44842,06/06/2018,Meagan Sai,Europe,Germany,Germany,"Road-150 Red, 62",Road Bikes,Bikes,2171.29,6,3578.27,286.26
SO44427,19/04/2018,Toni Sara,Europe,United Kingdom,United Kingdom,"Road-150 Red, 56",Road Bikes,Bikes,2171.29,19,3578.27,286.26
SO45250,30/07/2018,Marcus Rivera,Europe,Germany,Germany,"Road-150 Red, 62",Road Bikes,Bikes,2171.29,30,3578.27,286.26
SO45509,27/08/2018,Shaun Sharma,Europe,Germany,Germany,"Road-150 Red, 62",Road Bikes,Bikes,2171.29,27,3578.27,286.26
SO45410,11/08/2018,Donald Srini,Europe,Germany,Germany,"Road-150 Red, 62",Road Bikes,Bikes,2171.29,11,3578.27,286.26
SO44368,09/04/2018,Billy Munoz,Europe,United Kingdom,United Kingdom,"Road-150 Red, 56",Road Bikes,Bikes,2171.29,9,3578.27,286.26
SO44462,28/04/2018,Olivia Morris,Europe,United Kingdom,United Kingdom,"Road-150 Red, 44",Road Bikes,Bikes,2171.29,28,3578.27,286.26
SO44374,10/04/2018,Willie Xu,Europe,United Kingdom,United Kingdom,"Road-150 Red, 62",Road Bikes,Bikes,2171.29,10,3578.27,286.26
SO44360,08/04/2018,Craig Moreno,Europe,United Kingdom,United Kingdom,"Road-150 Red, 44",Road Bikes,Bikes,2171.29,8,3578.27,286.26
SO44348,07/04/2018,Jay Malhotra,Europe,United Kingdom,United Kingdom,"Road-150 Red, 52",Road Bikes,Bikes,2171.29,7,3578.27,286.26
SO45477,23/08/2018,Brittney Hu,Europe,Germany,Germany,"Road-150 Red, 52",Road Bikes,Bikes,2171.29,23,3578.27,286.26
SO45364,04/08/2018,Claudia Li,Europe,Germany,Germany,"Road-150 Red, 44",Road Bikes,Bikes,2171.29,4,3578.27,286.26
SO45400,10/08/2018,Brett Garcia,Europe,Germany,Germany,"Road-150 Red, 52",Road Bikes,Bikes,2171.29,10,3578.27,286.26
SO45455,19/08/2018,Ebony Garcia,Europe,Germany,Germany,"Road-150 Red, 62",Road Bikes,Bikes,2171.29,19,3578.27,286.26
SO45426,13/08/2018,Kari Smith,Europe,Germany,Germany,"Road-150 Red, 48",Road Bikes,Bikes,2171.29,13,3578.27,286.26
SO44432,20/04/2018,Natalie Gray,Europe,United Kingdom,United Kingdom,"Road-150 Red, 56",Road Bikes,Bikes,2171.29,20,3578.27,286.26
SO45432,14/08/2018,Pamela Subram,Europe,Germany,Germany,"Road-150 Red, 48",Road Bikes,Bikes,2171.29,14,3578.27,286.26
SO45393,08/08/2018,Michele Lal,Europe,Germany,Germany,"Road-150 Red, 48",Road Bikes,Bikes,2171.29,8,3578.27,286.26
SO45483,24/08/2018,Adriana Chandra,Europe,Germany,Germany,"Road-150 Red, 56",Road Bikes,Bikes,2171.29,24,3578.27,286.26
SO44375,10/04/2018,Robyn Carlson,Europe,United Kingdom,United Kingdom,"Road-150 Red, 62",Road Bikes,Bikes,2171.29,10,3578.27,286.26
SO45449,17/08/2018,Krista Martin,Europe,Germany,Germany,"Road-150 Red, 62",Road Bikes,Bikes,2171.29,17,3578.27,286.26
SO44381,11/04/2018,Derrick Martin,Europe,United Kingdom,United Kingdom,"Road-150 Red, 52",Road Bikes,Bikes,2171.29,11,3578.27,286.26
SO44439,22/04/2018,Clinton Blanco,Europe,United Kingdom,United Kingdom,"Road-150 Red, 62",Road Bikes,Bikes,2171.29,22,3578.27,286.26
SO45440,15/08/2018,Daisy Romero,Europe,Germany,Germany,"Road-150 Red, 48",Road Bikes,Bikes,2171.29,15,3578.27,286.26
SO45775,28/09/2018,José Saraiva,Europe,Germany,Germany,"Road-150 Red, 56",Road Bikes,Bikes,2171.29,28,3578.27,286.26
SO45692,15/09/2018,Victor Carlson,Europe,Germany,Germany,"Road-150 Red, 52",Road Bikes,Bikes,2171.29,15,3578.27,286.26
SO45728,21/09/2018,Madison Hughes,Europe,Germany,Germany,"Road-150 Red, 52",Road Bikes,Bikes,2171.29,21,3578.27,286.26
