SalesOrderNumber,Date,Customer,Territory,Country,Region,Product,Subcategory,Category,Cost,Quantity,Price,Tax
SO74800,2021-01-18,Haley Scott,North America,Canada,Canada,Mountain Bottle Cage,Bottles and Cages,Accessories,3.74,18,9.99,0.80
SO74800,2021-01-18,Haley Scott,North America,Canada,Canada,Water Bottle - 30 oz.,Bottles and Cages,Accessories,1.87,18,4.99,0.40
SO74966,2021-01-23,Austin Smith,North America,Canada,Canada,HL Mountain Tire,Tires and Tubes,Accessories,13.09,23,35.00,2.80
SO74966,2021-01-23,Austin Smith,North America,Canada,Canada,Mountain Tire Tube,Tires and Tubes,Accessories,1.87,23,4.99,0.40
SO74541,2021-01-10,Jennifer Bennett,North America,Canada,Canada,HL Road Tire,Tires and Tubes,Accessories,12.19,10,32.60,2.61
SO74541,2021-01-10,Jennifer Bennett,North America,Canada,Canada,Road Tire Tube,Tires and Tubes,Accessories,1.49,10,3.99,0.32
SO74961,2021-01-23,Jan James,North America,United States,Southwest,Fender Set - Mountain,Fenders,Accessories,8.22,23,21.98,1.76
SO74739,2021-01-16,Jose Young,North America,United States,Southwest,Fender Set - Mountain,Fenders,Accessories,8.22,16,21.98,1.76
SO75110,2021-01-28,Rebecca Nicholls,North America,United States,Southwest,Fender Set - Mountain,Fenders,Accessories,8.22,28,21.98,1.76
SO75110,2021-01-28,Rebecca Nicholls,North America,United States,Southwest,Hydration Pack - 70 oz.,Hydration Packs,Accessories,20.57,28,54.99,4.40
SO75110,2021-01-28,Rebecca Nicholls,North America,United States,Southwest,Bike Wash - Dissolver,Cleaners,Accessories,2.97,28,7.95,0.64
SO74313,2021-01-03,Brian Cooper,North America,Canada,Canada,Touring Tire,Tires and Tubes,Accessories,10.84,3,28.99,2.32
SO74313,2021-01-03,Brian Cooper,North America,Canada,Canada,Touring Tire Tube,Tires and Tubes,Accessories,1.87,3,4.99,0.40
SO74313,2021-01-03,Brian Cooper,North America,Canada,Canada,"Sport-100 Helmet, Red",Helmets,Accessories,13.09,3,34.99,2.80
SO74381,2021-01-05,Gavin Long,North America,Canada,Canada,Touring Tire Tube,Tires and Tubes,Accessories,1.87,5,4.99,0.40
SO74381,2021-01-05,Gavin Long,North America,Canada,Canada,AWC Logo Cap,Caps,Clothing,6.92,5,8.99,0.72
SO74381,2021-01-05,Gavin Long,North America,Canada,Canada,Touring Tire,Tires and Tubes,Accessories,10.84,5,28.99,2.32
SO74400,2021-01-05,Tammy Randall,Europe,United Kingdom,United Kingdom,HL Road Tire,Tires and Tubes,Accessories,12.19,5,32.60,2.61
SO74400,2021-01-05,Tammy Randall,Europe,United Kingdom,United Kingdom,Road Tire Tube,Tires and Tubes,Accessories,1.49,5,3.99,0.32
SO74400,2021-01-05,Tammy Randall,Europe,United Kingdom,United Kingdom,"Classic Vest, S",Vests,Clothing,23.75,5,63.50,5.08
SO74525,2021-01-09,Andrea Cox,Europe,United Kingdom,United Kingdom,Road Tire Tube,Tires and Tubes,Accessories,1.49,9,3.99,0.32
SO74525,2021-01-09,Andrea Cox,Europe,United Kingdom,United Kingdom,HL Road Tire,Tires and Tubes,Accessories,12.19,9,32.60,2.61
SO74525,2021-01-09,Andrea Cox,Europe,United Kingdom,United Kingdom,All-Purpose Bike Stand,Bike Stands,Accessories,59.47,9,159.00,12.72
SO74818,2021-01-19,Olivia Watson,North America,Canada,Canada,Touring Tire,Tires and Tubes,Accessories,10.84,19,28.99,2.32
SO74989,2021-01-24,Samantha Williams,North America,United States,Southwest,Fender Set - Mountain,Fenders,Accessories,8.22,24,21.98,1.76
SO74989,2021-01-24,Samantha Williams,North America,United States,Southwest,Patch Kit/8 Patches,Tires and Tubes,Accessories,0.86,24,2.29,0.18
SO74353,2021-01-04,Grace Smith,North America,United States,Southwest,Fender Set - Mountain,Fenders,Accessories,8.22,4,21.98,1.76
SO74353,2021-01-04,Grace Smith,North America,United States,Southwest,"Classic Vest, M",Vests,Clothing,23.75,4,63.50,5.08
SO75081,2021-01-27,Robert Hayes,North America,United States,Northwest,Fender Set - Mountain,Fenders,Accessories,8.22,27,21.98,1.76
SO75081,2021-01-27,Robert Hayes,North America,United States,Northwest,Hydration Pack - 70 oz.,Hydration Packs,Accessories,20.57,27,54.99,4.40
SO74432,2021-01-06,Andrew Moore,North America,Canada,Canada,Mountain Bottle Cage,Bottles and Cages,Accessories,3.74,6,9.99,0.80
SO74673,2021-01-14,Jason Powell,North America,United States,Northwest,Fender Set - Mountain,Fenders,Accessories,8.22,14,21.98,1.76
SO74719,2021-01-16,Shawna Raji,Pacific,Australia,Australia,LL Mountain Tire,Tires and Tubes,Accessories,9.35,16,24.99,2.00
SO74719,2021-01-16,Shawna Raji,Pacific,Australia,Australia,Mountain Tire Tube,Tires and Tubes,Accessories,1.87,16,4.99,0.40
SO74719,2021-01-16,Shawna Raji,Pacific,Australia,Australia,Fender Set - Mountain,Fenders,Accessories,8.22,16,21.98,1.76
SO74719,2021-01-16,Shawna Raji,Pacific,Australia,Australia,"Sport-100 Helmet, Red",Helmets,Accessories,13.09,16,34.99,2.80
SO74847,2021-01-20,Dawn Li,Pacific,Australia,Australia,"Long-Sleeve Logo Jersey, L",Jerseys,Clothing,38.49,20,49.99,4.00
SO74620,2021-01-13,Veronica Patel,Pacific,Australia,Australia,LL Mountain Tire,Tires and Tubes,Accessories,9.35,13,24.99,2.00
SO74620,2021-01-13,Veronica Patel,Pacific,Australia,Australia,Mountain Tire Tube,Tires and Tubes,Accessories,1.87,13,4.99,0.40
SO74620,2021-01-13,Veronica Patel,Pacific,Australia,Australia,"Sport-100 Helmet, Red",Helmets,Accessories,13.09,13,34.99,2.80
SO74338,2021-01-04,Kathleen Romero,Pacific,Australia,Australia,Road Tire Tube,Tires and Tubes,Accessories,1.49,4,3.99,0.32
SO74338,2021-01-04,Kathleen Romero,Pacific,Australia,Australia,HL Road Tire,Tires and Tubes,Accessories,12.19,4,32.60,2.61
SO75107,2021-01-28,Christina Morris,North America,United States,Northwest,Fender Set - Mountain,Fenders,Accessories,8.22,28,21.98,1.76
SO75107,2021-01-28,Christina Morris,North America,United States,Northwest,"Sport-100 Helmet, Black",Helmets,Accessories,13.09,28,34.99,2.80
SO74972,2021-01-24,Reginald Martin,Pacific,Australia,Australia,"Women's Mountain Shorts, S",Shorts,Clothing,26.18,24,69.99,5.60
SO74789,2021-01-18,Nelson Sanz,Pacific,Australia,Australia,"Women's Mountain Shorts, L",Shorts,Clothing,26.18,18,69.99,5.60
SO74789,2021-01-18,Nelson Sanz,Pacific,Australia,Australia,AWC Logo Cap,Caps,Clothing,6.92,18,8.99,0.72
SO74848,2021-01-20,Lance Alonso,Pacific,Australia,Australia,"Long-Sleeve Logo Jersey, M",Jerseys,Clothing,38.49,20,49.99,4.00
SO75040,2021-01-26,Lauren Price,North America,Canada,Canada,HL Road Tire,Tires and Tubes,Accessories,12.19,26,32.60,2.61
SO75040,2021-01-26,Lauren Price,North America,Canada,Canada,Road Tire Tube,Tires and Tubes,Accessories,1.49,26,3.99,0.32
SO75040,2021-01-26,Lauren Price,North America,Canada,Canada,Patch Kit/8 Patches,Tires and Tubes,Accessories,0.86,26,2.29,0.18
SO74853,2021-01-20,Maurice Chander,Pacific,Australia,Australia,HL Road Tire,Tires and Tubes,Accessories,12.19,20,32.60,2.61
SO74853,2021-01-20,Maurice Chander,Pacific,Australia,Australia,Road Tire Tube,Tires and Tubes,Accessories,1.49,20,3.99,0.32
SO74853,2021-01-20,Maurice Chander,Pacific,Australia,Australia,Patch Kit/8 Patches,Tires and Tubes,Accessories,0.86,20,2.29,0.18
SO74862,2021-01-20,Samuel Green,North America,Canada,Canada,Mountain Bottle Cage,Bottles and Cages,Accessories,3.74,20,9.99,0.80
SO74862,2021-01-20,Samuel Green,North America,Canada,Canada,Water Bottle - 30 oz.,Bottles and Cages,Accessories,1.87,20,4.99,0.40
SO74862,2021-01-20,Samuel Green,North America,Canada,Canada,"Sport-100 Helmet, Black",Helmets,Accessories,13.09,20,34.99,2.80
SO74862,2021-01-20,Samuel Green,North America,Canada,Canada,"Racing Socks, L",Socks,Clothing,3.36,20,8.99,0.72
SO75109,2021-01-28,Chloe Martin,North America,United States,Southwest,Fender Set - Mountain,Fenders,Accessories,8.22,28,21.98,1.76
SO75109,2021-01-28,Chloe Martin,North America,United States,Southwest,"Classic Vest, S",Vests,Clothing,23.75,28,63.50,5.08
SO74775,2021-01-17,Jill Sandoval,Europe,United Kingdom,United Kingdom,Touring Tire,Tires and Tubes,Accessories,10.84,17,28.99,2.32
SO74775,2021-01-17,Jill Sandoval,Europe,United Kingdom,United Kingdom,Touring Tire Tube,Tires and Tubes,Accessories,1.87,17,4.99,0.40
SO74775,2021-01-17,Jill Sandoval,Europe,United Kingdom,United Kingdom,Road Bottle Cage,Bottles and Cages,Accessories,3.36,17,8.99,0.72
SO75019,2021-01-25,Edwin Guo,Europe,France,France,Fender Set - Mountain,Fenders,Accessories,8.22,25,21.98,1.76
SO75019,2021-01-25,Edwin Guo,Europe,France,France,Mountain Bottle Cage,Bottles and Cages,Accessories,3.74,25,9.99,0.80
SO75019,2021-01-25,Edwin Guo,Europe,France,France,Water Bottle - 30 oz.,Bottles and Cages,Accessories,1.87,25,4.99,0.40
SO75019,2021-01-25,Edwin Guo,Europe,France,France,"Sport-100 Helmet, Red",Helmets,Accessories,13.09,25,34.99,2.80
SO74646,2021-01-13,Cynthia Mehta,Europe,United Kingdom,United Kingdom,Touring Tire,Tires and Tubes,Accessories,10.84,13,28.99,2.32
SO74646,2021-01-13,Cynthia Mehta,Europe,United Kingdom,United Kingdom,Touring Tire Tube,Tires and Tubes,Accessories,1.87,13,4.99,0.40
SO74646,2021-01-13,Cynthia Mehta,Europe,United Kingdom,United Kingdom,Patch Kit/8 Patches,Tires and Tubes,Accessories,0.86,13,2.29,0.18
SO74676,2021-01-14,Claudia Xu,Europe,Germany,Germany,Road Tire Tube,Tires and Tubes,Accessories,1.49,14,3.99,0.32
SO74676,2021-01-14,Claudia Xu,Europe,Germany,Germany,HL Road Tire,Tires and Tubes,Accessories,12.19,14,32.60,2.61
SO74676,2021-01-14,Claudia Xu,Europe,Germany,Germany,"Sport-100 Helmet, Black",Helmets,Accessories,13.09,14,34.99,2.80
SO74499,2021-01-08,Felicia Dominguez,Europe,United Kingdom,United Kingdom,Touring Tire,Tires and Tubes,Accessories,10.84,8,28.99,2.32
SO74499,2021-01-08,Felicia Dominguez,Europe,United Kingdom,United Kingdom,Touring Tire Tube,Tires and Tubes,Accessories,1.87,8,4.99,0.40
SO74499,2021-01-08,Felicia Dominguez,Europe,United Kingdom,United Kingdom,"Sport-100 Helmet, Blue",Helmets,Accessories,13.09,8,34.99,2.80
SO74524,2021-01-09,Edwin West,Europe,Germany,Germany,Road Tire Tube,Tires and Tubes,Accessories,1.49,9,3.99,0.32
SO74524,2021-01-09,Edwin West,Europe,Germany,Germany,HL Road Tire,Tires and Tubes,Accessories,12.19,9,32.60,2.61
SO74524,2021-01-09,Edwin West,Europe,Germany,Germany,Hitch Rack - 4-Bike,Bike Racks,Accessories,44.88,9,120.00,9.60
SO74472,2021-01-08,Arturo Raje,Pacific,Australia,Australia,LL Mountain Tire,Tires and Tubes,Accessories,9.35,8,24.99,2.00
SO74545,2021-01-10,Hunter Allen,North America,United States,Northwest,Fender Set - Mountain,Fenders,Accessories,8.22,10,21.98,1.76
SO74545,2021-01-10,Hunter Allen,North America,United States,Northwest,"Sport-100 Helmet, Blue",Helmets,Accessories,13.09,10,34.99,2.80
SO74545,2021-01-10,Hunter Allen,North America,United States,Northwest,"Half-Finger Gloves, M",Gloves,Clothing,9.16,10,24.49,1.96
SO74988,2021-01-24,Haley Foster,North America,United States,Southwest,Fender Set - Mountain,Fenders,Accessories,8.22,24,21.98,1.76
SO74988,2021-01-24,Haley Foster,North America,United States,Southwest,AWC Logo Cap,Caps,Clothing,6.92,24,8.99,0.72
SO74988,2021-01-24,Haley Foster,North America,United States,Southwest,"Long-Sleeve Logo Jersey, S",Jerseys,Clothing,38.49,24,49.99,4.00
SO74374,2021-01-05,Garrett Bell,North America,Canada,Canada,"Short-Sleeve Classic Jersey, M",Jerseys,Clothing,41.57,5,53.99,4.32
SO74509,2021-01-09,Brianna Lewis,North America,Canada,Canada,Road Tire Tube,Tires and Tubes,Accessories,1.49,9,3.99,0.32
SO74509,2021-01-09,Brianna Lewis,North America,Canada,Canada,ML Road Tire,Tires and Tubes,Accessories,9.35,9,24.99,2.00
SO75003,2021-01-25,Jackson Evans,Pacific,Australia,Australia,"Long-Sleeve Logo Jersey, XL",Jerseys,Clothing,38.49,25,49.99,4.00
SO74398,2021-01-05,Miranda Butler,North America,United States,Northwest,Fender Set - Mountain,Fenders,Accessories,8.22,5,21.98,1.76
SO74925,2021-01-22,Sean Sanders,North America,Canada,Canada,Touring Tire,Tires and Tubes,Accessories,10.84,22,28.99,2.32
SO74925,2021-01-22,Sean Sanders,North America,Canada,Canada,Touring Tire Tube,Tires and Tubes,Accessories,1.87,22,4.99,0.40
SO74925,2021-01-22,Sean Sanders,North America,Canada,Canada,"Sport-100 Helmet, Red",Helmets,Accessories,13.09,22,34.99,2.80
SO74434,2021-01-06,Franklin Raje,North America,United States,Northwest,Fender Set - Mountain,Fenders,Accessories,8.22,6,21.98,1.76
SO74434,2021-01-06,Franklin Raje,North America,United States,Northwest,"Sport-100 Helmet, Black",Helmets,Accessories,13.09,6,34.99,2.80
SO74434,2021-01-06,Franklin Raje,North America,United States,Northwest,"Long-Sleeve Logo Jersey, S",Jerseys,Clothing,38.49,6,49.99,4.00
SO74672,2021-01-14,Richard Thompson,North America,United States,Southwest,"Classic Vest, M",Vests,Clothing,23.75,14,63.50,5.08
SO74672,2021-01-14,Richard Thompson,North America,United States,Southwest,Fender Set - Mountain,Fenders,Accessories,8.22,14,21.98,1.76
SO74344,2021-01-04,Jeremiah Lewis,North America,Canada,Canada,HL Road Tire,Tires and Tubes,Accessories,12.19,4,32.60,2.61
SO75015,2021-01-25,Sierra Edwards,North America,United States,Northwest,Mountain Tire Tube,Tires and Tubes,Accessories,1.87,25,4.99,0.40
SO75015,2021-01-25,Sierra Edwards,North America,United States,Northwest,"Sport-100 Helmet, Black",Helmets,Accessories,13.09,25,34.99,2.80
SO74325,2021-01-03,Thomas Bryant,North America,United States,Southwest,Mountain Tire Tube,Tires and Tubes,Accessories,1.87,3,4.99,0.40
SO74325,2021-01-03,Thomas Bryant,North America,United States,Southwest,"Sport-100 Helmet, Red",Helmets,Accessories,13.09,3,34.99,2.80
SO74325,2021-01-03,Thomas Bryant,North America,United States,Southwest,"Half-Finger Gloves, M",Gloves,Clothing,9.16,3,24.49,1.96
SO74671,2021-01-14,Kayla Moore,North America,United States,Southwest,Fender Set - Mountain,Fenders,Accessories,8.22,14,21.98,1.76
SO75106,2021-01-28,Jacqueline Murphy,North America,United States,Southwest,Mountain Tire Tube,Tires and Tubes,Accessories,1.87,28,4.99,0.40
SO75106,2021-01-28,Jacqueline Murphy,North America,United States,Southwest,Patch Kit/8 Patches,Tires and Tubes,Accessories,0.86,28,2.29,0.18
SO74397,2021-01-05,Noah Perez,North America,United States,Northwest,Mountain Tire Tube,Tires and Tubes,Accessories,1.87,5,4.99,0.40
SO74397,2021-01-05,Noah Perez,North America,United States,Northwest,"Sport-100 Helmet, Black",Helmets,Accessories,13.09,5,34.99,2.80
SO74397,2021-01-05,Noah Perez,North America,United States,Northwest,"Long-Sleeve Logo Jersey, L",Jerseys,Clothing,38.49,5,49.99,4.00
SO74708,2021-01-15,Jasmine Ward,North America,United States,Southwest,Mountain Tire Tube,Tires and Tubes,Accessories,1.87,15,4.99,0.40
SO74708,2021-01-15,Jasmine Ward,North America,United States,Southwest,"Sport-100 Helmet, Red",Helmets,Accessories,13.09,15,34.99,2.80
SO74708,2021-01-15,Jasmine Ward,North America,United States,Southwest,"Half-Finger Gloves, S",Gloves,Clothing,9.16,15,24.49,1.96
SO74929,2021-01-22,Nicole Jones,North America,Canada,Canada,Mountain Bottle Cage,Bottles and Cages,Accessories,3.74,22,9.99,0.80
SO74929,2021-01-22,Nicole Jones,North America,Canada,Canada,Water Bottle - 30 oz.,Bottles and Cages,Accessories,1.87,22,4.99,0.40
SO74929,2021-01-22,Nicole Jones,North America,Canada,Canada,"Sport-100 Helmet, Red",Helmets,Accessories,13.09,22,34.99,2.80
SO75060,2021-01-26,Rachel Jones,North America,United States,Southwest,Fender Set - Mountain,Fenders,Accessories,8.22,26,21.98,1.76
SO75060,2021-01-26,Rachel Jones,North America,United States,Southwest,Hitch Rack - 4-Bike,Bike Racks,Accessories,44.88,26,120.00,9.60
SO74680,2021-01-14,Faith Henderson,Europe,United Kingdom,United Kingdom,Touring Tire,Tires and Tubes,Accessories,10.84,14,28.99,2.32
SO74680,2021-01-14,Faith Henderson,Europe,United Kingdom,United Kingdom,Touring Tire Tube,Tires and Tubes,Accessories,1.87,14,4.99,0.40
SO74269,2021-01-01,Christina Sanchez,Europe,United Kingdom,United Kingdom,"Women's Mountain Shorts, M",Shorts,Clothing,26.18,1,69.99,5.60
SO74269,2021-01-01,Christina Sanchez,Europe,United Kingdom,United Kingdom,"Short-Sleeve Classic Jersey, XL",Jerseys,Clothing,41.57,1,53.99,4.32
SO74940,2021-01-23,Mathew Sanz,Pacific,Australia,Australia,"Short-Sleeve Classic Jersey, L",Jerseys,Clothing,41.57,23,53.99,4.32
SO74960,2021-01-23,Rachel Lee,North America,United States,Northwest,Mountain Tire Tube,Tires and Tubes,Accessories,1.87,23,4.99,0.40
SO74960,2021-01-23,Rachel Lee,North America,United States,Northwest,Fender Set - Mountain,Fenders,Accessories,8.22,23,21.98,1.76
SO74960,2021-01-23,Rachel Lee,North America,United States,Northwest,All-Purpose Bike Stand,Bike Stands,Accessories,59.47,23,159.00,12.72
SO74324,2021-01-03,Sydney Morris,North America,United States,Northwest,Mountain Tire Tube,Tires and Tubes,Accessories,1.87,3,4.99,0.40
SO74451,2021-01-07,Austin Wang,North America,Canada,Canada,HL Road Tire,Tires and Tubes,Accessories,12.19,7,32.60,2.61
SO74451,2021-01-07,Austin Wang,North America,Canada,Canada,Road Tire Tube,Tires and Tubes,Accessories,1.49,7,3.99,0.32
SO74451,2021-01-07,Austin Wang,North America,Canada,Canada,"Sport-100 Helmet, Red",Helmets,Accessories,13.09,7,34.99,2.80
SO74370,2021-01-05,Brandi Gomez,Pacific,Australia,Australia,"Long-Sleeve Logo Jersey, L",Jerseys,Clothing,38.49,5,49.99,4.00
SO74552,2021-01-11,Shannon Zheng,Pacific,Australia,Australia,ML Road Tire,Tires and Tubes,Accessories,9.35,11,24.99,2.00
SO74552,2021-01-11,Shannon Zheng,Pacific,Australia,Australia,Road Tire Tube,Tires and Tubes,Accessories,1.49,11,3.99,0.32
SO74552,2021-01-11,Shannon Zheng,Pacific,Australia,Australia,"Sport-100 Helmet, Black",Helmets,Accessories,13.09,11,34.99,2.80
SO74552,2021-01-11,Shannon Zheng,Pacific,Australia,Australia,"Short-Sleeve Classic Jersey, S",Jerseys,Clothing,41.57,11,53.99,4.32
SO74694,2021-01-15,Natasha Suarez,Pacific,Australia,Australia,"Long-Sleeve Logo Jersey, S",Jerseys,Clothing,38.49,15,49.99,4.00
SO75088,2021-01-28,Marvin Munoz,Pacific,Australia,Australia,Road Tire Tube,Tires and Tubes,Accessories,1.49,28,3.99,0.32
SO75088,2021-01-28,Marvin Munoz,Pacific,Australia,Australia,ML Road Tire,Tires and Tubes,Accessories,9.35,28,24.99,2.00
SO75088,2021-01-28,Marvin Munoz,Pacific,Australia,Australia,"Sport-100 Helmet, Blue",Helmets,Accessories,13.09,28,34.99,2.80
SO75088,2021-01-28,Marvin Munoz,Pacific,Australia,Australia,"Long-Sleeve Logo Jersey, S",Jerseys,Clothing,38.49,28,49.99,4.00
SO74371,2021-01-05,James Zhang,Pacific,Australia,Australia,Hydration Pack - 70 oz.,Hydration Packs,Accessories,20.57,5,54.99,4.40
SO74574,2021-01-11,Nichole Sharma,Europe,United Kingdom,United Kingdom,"Women's Mountain Shorts, S",Shorts,Clothing,26.18,11,69.99,5.60
SO74565,2021-01-11,Dylan Robinson,North America,Canada,Canada,HL Road Tire,Tires and Tubes,Accessories,12.19,11,32.60,2.61
SO74565,2021-01-11,Dylan Robinson,North America,Canada,Canada,Road Tire Tube,Tires and Tubes,Accessories,1.49,11,3.99,0.32
SO74565,2021-01-11,Dylan Robinson,North America,Canada,Canada,Patch Kit/8 Patches,Tires and Tubes,Accessories,0.86,11,2.29,0.18
SO74573,2021-01-11,Madison Davis,North America,United States,Southwest,Mountain Tire Tube,Tires and Tubes,Accessories,1.87,11,4.99,0.40
SO74573,2021-01-11,Madison Davis,North America,United States,Southwest,Patch Kit/8 Patches,Tires and Tubes,Accessories,0.86,11,2.29,0.18
SO74514,2021-01-09,Kevin Nelson,North America,Canada,Canada,HL Road Tire,Tires and Tubes,Accessories,12.19,9,32.60,2.61
SO74514,2021-01-09,Kevin Nelson,North America,Canada,Canada,Patch Kit/8 Patches,Tires and Tubes,Accessories,0.86,9,2.29,0.18
SO74355,2021-01-04,Gavin Patterson,Europe,France,France,Mountain Tire Tube,Tires and Tubes,Accessories,1.87,4,4.99,0.40
SO74355,2021-01-04,Gavin Patterson,Europe,France,France,"Sport-100 Helmet, Black",Helmets,Accessories,13.09,4,34.99,2.80
SO74355,2021-01-04,Gavin Patterson,Europe,France,France,AWC Logo Cap,Caps,Clothing,6.92,4,8.99,0.72
SO74707,2021-01-15,Kari Carlson,North America,United States,Northwest,Mountain Tire Tube,Tires and Tubes,Accessories,1.87,15,4.99,0.40
SO74707,2021-01-15,Kari Carlson,North America,United States,Northwest,"Sport-100 Helmet, Blue",Helmets,Accessories,13.09,15,34.99,2.80
SO74590,2021-01-12,Jarrod Weber,Pacific,Australia,Australia,AWC Logo Cap,Caps,Clothing,6.92,12,8.99,0.72
SO74959,2021-01-23,Jennifer Bryant,North America,United States,Northwest,Mountain Tire Tube,Tires and Tubes,Accessories,1.87,23,4.99,0.40
SO74959,2021-01-23,Jennifer Bryant,North America,United States,Northwest,Mountain Bottle Cage,Bottles and Cages,Accessories,3.74,23,9.99,0.80
SO74959,2021-01-23,Jennifer Bryant,North America,United States,Northwest,Water Bottle - 30 oz.,Bottles and Cages,Accessories,1.87,23,4.99,0.40
SO74959,2021-01-23,Jennifer Bryant,North America,United States,Northwest,"Sport-100 Helmet, Red",Helmets,Accessories,13.09,23,34.99,2.80
SO74661,2021-01-14,Robert Washington,North America,Canada,Canada,HL Road Tire,Tires and Tubes,Accessories,12.19,14,32.60,2.61
SO74661,2021-01-14,Robert Washington,North America,Canada,Canada,AWC Logo Cap,Caps,Clothing,6.92,14,8.99,0.72
SO74661,2021-01-14,Robert Washington,North America,Canada,Canada,Road Tire Tube,Tires and Tubes,Accessories,1.49,14,3.99,0.32
SO75053,2021-01-26,Ronald Patel,Europe,Germany,Germany,Fender Set - Mountain,Fenders,Accessories,8.22,26,21.98,1.76
SO75053,2021-01-26,Ronald Patel,Europe,Germany,Germany,Water Bottle - 30 oz.,Bottles and Cages,Accessories,1.87,26,4.99,0.40
SO75053,2021-01-26,Ronald Patel,Europe,Germany,Germany,Mountain Bottle Cage,Bottles and Cages,Accessories,3.74,26,9.99,0.80
SO74964,2021-01-23,Justin Jai,Europe,Germany,Germany,ML Road Tire,Tires and Tubes,Accessories,9.35,23,24.99,2.00
SO74964,2021-01-23,Justin Jai,Europe,Germany,Germany,Road Tire Tube,Tires and Tubes,Accessories,1.49,23,3.99,0.32
SO74964,2021-01-23,Justin Jai,Europe,Germany,Germany,"Sport-100 Helmet, Red",Helmets,Accessories,13.09,23,34.99,2.80
SO74771,2021-01-17,Stacy Carlson,Europe,France,France,Mountain Tire Tube,Tires and Tubes,Accessories,1.87,17,4.99,0.40
SO74771,2021-01-17,Stacy Carlson,Europe,France,France,LL Mountain Tire,Tires and Tubes,Accessories,9.35,17,24.99,2.00
SO74300,2021-01-02,Michele Garcia,Europe,Germany,Germany,Fender Set - Mountain,Fenders,Accessories,8.22,2,21.98,1.76
SO74300,2021-01-02,Michele Garcia,Europe,Germany,Germany,"Sport-100 Helmet, Black",Helmets,Accessories,13.09,2,34.99,2.80
SO74742,2021-01-16,Richard Martinez,Europe,United Kingdom,United Kingdom,Mountain Tire Tube,Tires and Tubes,Accessories,1.87,16,4.99,0.40
SO74742,2021-01-16,Richard Martinez,Europe,United Kingdom,United Kingdom,HL Mountain Tire,Tires and Tubes,Accessories,13.09,16,35.00,2.80
SO74742,2021-01-16,Richard Martinez,Europe,United Kingdom,United Kingdom,Bike Wash - Dissolver,Cleaners,Accessories,2.97,16,7.95,0.64
SO74408,2021-01-05,Dale Andersen,Europe,United Kingdom,United Kingdom,Touring Tire,Tires and Tubes,Accessories,10.84,5,28.99,2.32
SO74408,2021-01-05,Dale Andersen,Europe,United Kingdom,United Kingdom,Touring Tire Tube,Tires and Tubes,Accessories,1.87,5,4.99,0.40
SO74408,2021-01-05,Dale Andersen,Europe,United Kingdom,United Kingdom,Patch Kit/8 Patches,Tires and Tubes,Accessories,0.86,5,2.29,0.18
SO74437,2021-01-06,Arianna Morris,Europe,United Kingdom,United Kingdom,Touring Tire Tube,Tires and Tubes,Accessories,1.87,6,4.99,0.40
SO74437,2021-01-06,Arianna Morris,Europe,United Kingdom,United Kingdom,Patch Kit/8 Patches,Tires and Tubes,Accessories,0.86,6,2.29,0.18
SO74437,2021-01-06,Arianna Morris,Europe,United Kingdom,United Kingdom,Bike Wash - Dissolver,Cleaners,Accessories,2.97,6,7.95,0.64
SO74299,2021-01-02,Arianna Morris,Europe,United Kingdom,United Kingdom,Mountain Tire Tube,Tires and Tubes,Accessories,1.87,2,4.99,0.40
SO74299,2021-01-02,Arianna Morris,Europe,United Kingdom,United Kingdom,HL Mountain Tire,Tires and Tubes,Accessories,13.09,2,35.00,2.80
SO74299,2021-01-02,Arianna Morris,Europe,United Kingdom,United Kingdom,Patch Kit/8 Patches,Tires and Tubes,Accessories,0.86,2,2.29,0.18
SO74829,2021-01-19,Elizabeth Perry,Europe,Germany,Germany,Fender Set - Mountain,Fenders,Accessories,8.22,19,21.98,1.76
SO74829,2021-01-19,Elizabeth Perry,Europe,Germany,Germany,"Classic Vest, M",Vests,Clothing,23.75,19,63.50,5.08
SO74743,2021-01-16,Leah Huang,Europe,France,France,"Women's Mountain Shorts, L",Shorts,Clothing,26.18,16,69.99,5.60
SO74743,2021-01-16,Leah Huang,Europe,France,France,"Racing Socks, M",Socks,Clothing,3.36,16,8.99,0.72
SO74830,2021-01-19,Robert Smith,Europe,Germany,Germany,"Women's Mountain Shorts, L",Shorts,Clothing,26.18,19,69.99,5.60
SO74830,2021-01-19,Robert Smith,Europe,Germany,Germany,"Long-Sleeve Logo Jersey, M",Jerseys,Clothing,38.49,19,49.99,4.00
SO74255,2021-01-01,Joe Hernandez,Pacific,Australia,Australia,ML Road Tire,Tires and Tubes,Accessories,9.35,1,24.99,2.00
SO75105,2021-01-28,Candace Van,North America,United States,Southwest,Mountain Tire Tube,Tires and Tubes,Accessories,1.87,28,4.99,0.40
SO75105,2021-01-28,Candace Van,North America,United States,Southwest,"Sport-100 Helmet, Red",Helmets,Accessories,13.09,28,34.99,2.80
SO75105,2021-01-28,Candace Van,North America,United States,Southwest,AWC Logo Cap,Caps,Clothing,6.92,28,8.99,0.72
SO75105,2021-01-28,Candace Van,North America,United States,Southwest,"Long-Sleeve Logo Jersey, L",Jerseys,Clothing,38.49,28,49.99,4.00
SO74366,2021-01-05,Leah Yang,Pacific,Australia,Australia,ML Road Tire,Tires and Tubes,Accessories,9.35,5,24.99,2.00
