SalesOrderNumber,Date,Customer,Territory,Country,Region,Product,Subcategory,Category,Cost,Quantity,Price,Tax
SO49740,2019-09-17,Jon Zeng,Pacific,Australia,Australia,"Mountain-200 Silver, 42",Mountain Bikes,Bikes,1117.86,17,2071.42,165.71
SO49570,2019-08-30,Leonard Anand,Pacific,Australia,Australia,"Mountain-200 Black, 38",Mountain Bikes,Bikes,1105.81,30,2049.10,163.93
SO49579,2019-08-31,Sydney Thomas,Pacific,Australia,Australia,"Mountain-200 Black, 38",Mountain Bikes,Bikes,1105.81,31,2049.10,163.93
SO49696,2019-09-13,Colin Tang,Pacific,Australia,Australia,"Mountain-200 Silver, 46",Mountain Bikes,Bikes,1117.86,13,2071.42,165.71
SO49619,2019-09-04,Jessie Alvarez,Pacific,Australia,Australia,"Mountain-200 Black, 46",Mountain Bikes,Bikes,1105.81,4,2049.10,163.93
SO49784,2019-09-24,Crystal Li,Pacific,Australia,Australia,"Mountain-200 Black, 46",Mountain Bikes,Bikes,1105.81,24,2049.10,163.93
SO49620,2019-09-04,Joe Perez,Pacific,Australia,Australia,"Mountain-200 Silver, 46",Mountain Bikes,Bikes,1117.86,4,2071.42,165.71
SO48996,2019-07-24,Patrick Murphy,North America,United States,Northwest,"Road-550-W Yellow, 44",Road Bikes,Bikes,605.65,24,1000.44,80.04
SO48797,2019-06-30,Allison Cox,North America,United States,Northwest,"Road-550-W Yellow, 42",Road Bikes,Bikes,605.65,30,1000.44,80.04
SO48847,2019-07-06,Gabriel Baker,North America,United States,Northwest,"Road-550-W Yellow, 40",Road Bikes,Bikes,605.65,6,1000.44,80.04
SO49212,2019-08-03,Olivia Coleman,North America,United States,Northwest,"Road-550-W Yellow, 44",Road Bikes,Bikes,605.65,3,1000.44,80.04
SO49178,2019-07-31,Beth Ruiz,North America,United States,Northwest,"Road-550-W Yellow, 44",Road Bikes,Bikes,605.65,31,1000.44,80.04
SO49359,2019-08-18,Xavier Turner,North America,United States,Northwest,"Road-550-W Yellow, 42",Road Bikes,Bikes,605.65,18,1000.44,80.04
SO49571,2019-08-30,Kristi Rodriguez,Pacific,Australia,Australia,"Mountain-200 Black, 38",Mountain Bikes,Bikes,1105.81,30,2049.10,163.93
SO49807,2019-09-26,Evelyn Perez,Pacific,Australia,Australia,"Mountain-200 Silver, 46",Mountain Bikes,Bikes,1117.86,26,2071.42,165.71
SO49767,2019-09-22,Tara Goel,Pacific,Australia,Australia,"Mountain-200 Silver, 46",Mountain Bikes,Bikes,1117.86,22,2071.42,165.71
SO49621,2019-09-04,Alex Scott,Pacific,Australia,Australia,"Mountain-200 Silver, 38",Mountain Bikes,Bikes,1117.86,4,2071.42,165.71
SO49420,2019-08-24,Seth Green,North America,United States,Southwest,"Road-550-W Yellow, 48",Road Bikes,Bikes,605.65,24,1000.44,80.04
SO49317,2019-08-14,Ian King,North America,United States,Northwest,"Road-550-W Yellow, 38",Road Bikes,Bikes,605.65,14,1000.44,80.04
SO49407,2019-08-23,Isabella Baker,North America,United States,Southwest,"Road-550-W Yellow, 48",Road Bikes,Bikes,605.65,23,1000.44,80.04
SO49434,2019-08-26,Dalton Collins,North America,United States,Southwest,"Road-550-W Yellow, 38",Road Bikes,Bikes,605.65,26,1000.44,80.04
SO49300,2019-08-12,Roberto Gill,North America,United States,Northwest,"Road-550-W Yellow, 40",Road Bikes,Bikes,605.65,12,1000.44,80.04
SO49309,2019-08-13,Mario Rai,North America,United States,Southwest,"Road-550-W Yellow, 38",Road Bikes,Bikes,605.65,13,1000.44,80.04
SO49179,2019-07-31,Evan Ward,North America,United States,Southwest,"Road-550-W Yellow, 38",Road Bikes,Bikes,605.65,31,1000.44,80.04
SO49723,2019-09-15,Anna Brooks,North America,United States,Northwest,"Road-550-W Yellow, 44",Road Bikes,Bikes,605.65,15,1000.44,80.04
SO49609,2019-09-03,Courtney Green,North America,United States,Northwest,"Road-550-W Yellow, 44",Road Bikes,Bikes,605.65,3,1000.44,80.04
SO49816,2019-09-27,David Yang,North America,United States,Southwest,"Road-550-W Yellow, 44",Road Bikes,Bikes,605.65,27,1000.44,80.04
SO49689,2019-09-12,Paula Ruiz,North America,United States,Northwest,"Road-550-W Yellow, 38",Road Bikes,Bikes,605.65,12,1000.44,80.04
SO49741,2019-09-17,Cory Mehta,North America,United States,Southwest,"Road-550-W Yellow, 48",Road Bikes,Bikes,605.65,17,1000.44,80.04
SO49759,2019-09-20,Richard Foster,North America,United States,Southwest,"Road-550-W Yellow, 48",Road Bikes,Bikes,605.65,20,1000.44,80.04
SO49748,2019-09-18,Kaylee Watson,North America,United States,Northwest,"Road-550-W Yellow, 48",Road Bikes,Bikes,605.65,18,1000.44,80.04
SO49600,2019-09-02,Alexa Cooper,North America,United States,Northwest,"Road-550-W Yellow, 38",Road Bikes,Bikes,605.65,2,1000.44,80.04
SO49601,2019-09-02,Darren Blanco,North America,United States,Southwest,"Road-550-W Yellow, 48",Road Bikes,Bikes,605.65,2,1000.44,80.04
SO50100,2019-10-18,Maria Hall,North America,United States,Northwest,"Road-550-W Yellow, 42",Road Bikes,Bikes,605.65,18,1000.44,80.04
SO50025,2019-10-10,Marissa Wood,North America,United States,Southwest,"Road-550-W Yellow, 44",Road Bikes,Bikes,605.65,10,1000.44,80.04
SO49999,2019-10-08,Justin Jackson,North America,United States,Northwest,"Road-550-W Yellow, 42",Road Bikes,Bikes,605.65,8,1000.44,80.04
SO50104,2019-10-19,Jacob Rodriguez,North America,United States,Northwest,"Road-550-W Yellow, 42",Road Bikes,Bikes,605.65,19,1000.44,80.04
SO50043,2019-10-12,James Anderson,North America,United States,Northwest,"Road-550-W Yellow, 42",Road Bikes,Bikes,605.65,12,1000.44,80.04
SO49942,2019-10-02,Brandon Brown,North America,United States,Southwest,"Road-550-W Yellow, 42",Road Bikes,Bikes,605.65,2,1000.44,80.04
SO49982,2019-10-06,Carrie Schmidt,North America,United States,Southwest,"Road-550-W Yellow, 40",Road Bikes,Bikes,605.65,6,1000.44,80.04
SO49949,2019-10-03,Ashley Johnson,North America,United States,Northwest,"Road-550-W Yellow, 44",Road Bikes,Bikes,605.65,3,1000.44,80.04
SO50186,2019-10-27,Nicole Blue,North America,United States,Northwest,"Road-550-W Yellow, 42",Road Bikes,Bikes,605.65,27,1000.44,80.04
SO50138,2019-10-22,Rachel Patterson,North America,United States,Southwest,"Road-550-W Yellow, 48",Road Bikes,Bikes,605.65,22,1000.44,80.04
SO50058,2019-10-14,Rachel Wilson,North America,United States,Southwest,"Road-550-W Yellow, 38",Road Bikes,Bikes,605.65,14,1000.44,80.04
SO50059,2019-10-14,William Davis,North America,United States,Southwest,"Road-550-W Yellow, 42",Road Bikes,Bikes,605.65,14,1000.44,80.04
SO49943,2019-10-02,Ernest Lu,North America,United States,Northwest,"Road-550-W Yellow, 40",Road Bikes,Bikes,605.65,2,1000.44,80.04
SO49932,2019-10-01,Rebecca Young,North America,United States,Northwest,"Road-550-W Yellow, 40",Road Bikes,Bikes,605.65,1,1000.44,80.04
SO50497,2019-11-12,Abigail Ward,North America,United States,Northwest,"Road-550-W Yellow, 48",Road Bikes,Bikes,605.65,12,1000.44,80.04
SO50633,2019-11-26,Chloe Wright,North America,United States,Northwest,"Road-550-W Yellow, 44",Road Bikes,Bikes,605.65,26,1000.44,80.04
SO50428,2019-11-05,Hannah Barnes,North America,United States,Northwest,"Road-550-W Yellow, 38",Road Bikes,Bikes,605.65,5,1000.44,80.04
SO47483,2019-03-04,Stefanie Raman,Europe,France,France,"Road-250 Black, 58",Road Bikes,Bikes,1320.68,4,2181.56,174.53
SO50429,2019-11-05,Jennifer Peterson,North America,United States,Southwest,"Road-550-W Yellow, 44",Road Bikes,Bikes,605.65,5,1000.44,80.04
SO50498,2019-11-12,Sophia Hill,North America,United States,Southwest,"Road-550-W Yellow, 48",Road Bikes,Bikes,605.65,12,1000.44,80.04
SO50444,2019-11-07,Gabrielle Gonzales,North America,United States,Northwest,"Road-550-W Yellow, 48",Road Bikes,Bikes,605.65,7,1000.44,80.04
SO50395,2019-11-02,Brian Cox,North America,United States,Northwest,"Road-550-W Yellow, 40",Road Bikes,Bikes,605.65,2,1000.44,80.04
SO50353,2019-10-30,Jon Tang,North America,United States,Southwest,"Road-550-W Yellow, 42",Road Bikes,Bikes,605.65,30,1000.44,80.04
SO50542,2019-11-18,Shelby Peterson,North America,United States,Southwest,"Road-550-W Yellow, 42",Road Bikes,Bikes,605.65,18,1000.44,80.04
SO50525,2019-11-16,Madison Alexander,North America,United States,Northwest,"Road-550-W Yellow, 44",Road Bikes,Bikes,605.65,16,1000.44,80.04
SO50486,2019-11-11,Lauren Butler,North America,United States,Northwest,"Road-550-W Yellow, 38",Road Bikes,Bikes,605.65,11,1000.44,80.04
SO50479,2019-11-10,Logan Jenkins,North America,United States,Northwest,"Road-550-W Yellow, 42",Road Bikes,Bikes,605.65,10,1000.44,80.04
SO50405,2019-11-03,Tyler Moore,North America,United States,Southwest,"Road-550-W Yellow, 44",Road Bikes,Bikes,605.65,3,1000.44,80.04
SO50496,2019-11-12,Alex Gonzalez,North America,United States,Northwest,"Road-550-W Yellow, 38",Road Bikes,Bikes,605.65,12,1000.44,80.04
SO50419,2019-11-04,Jesse Scott,North America,United States,Northwest,"Road-550-W Yellow, 44",Road Bikes,Bikes,605.65,4,1000.44,80.04
SO50354,2019-10-30,Benjamin Walker,North America,United States,Northwest,"Road-550-W Yellow, 38",Road Bikes,Bikes,605.65,30,1000.44,80.04
SO50793,2019-11-30,Thomas White,North America,United States,Southwest,"Road-550-W Yellow, 40",Road Bikes,Bikes,605.65,30,1000.44,80.04
SO51006,2019-12-20,Chloe Gonzalez,North America,United States,Northwest,"Road-550-W Yellow, 48",Road Bikes,Bikes,605.65,20,1000.44,80.04
SO50953,2019-12-15,Elizabeth Price,North America,United States,Southwest,"Road-550-W Yellow, 44",Road Bikes,Bikes,605.65,15,1000.44,80.04
SO50974,2019-12-17,Jeremy Robinson,North America,United States,Southwest,"Road-550-W Yellow, 38",Road Bikes,Bikes,605.65,17,1000.44,80.04
SO50805,2019-12-01,Gabriel Gonzalez,North America,United States,Southwest,"Road-550-W Yellow, 42",Road Bikes,Bikes,605.65,1,1000.44,80.04
SO51058,2019-12-25,Natalie Diaz,North America,United States,Southwest,"Road-550-W Yellow, 42",Road Bikes,Bikes,605.65,25,1000.44,80.04
SO50868,2019-12-07,Miguel King,North America,United States,Southwest,"Road-550-W Yellow, 40",Road Bikes,Bikes,605.65,7,1000.44,80.04
SO50832,2019-12-04,Lauren Lee,North America,United States,Southwest,"Road-550-W Yellow, 38",Road Bikes,Bikes,605.65,4,1000.44,80.04
SO50985,2019-12-18,Mary Edwards,North America,United States,Northwest,"Road-550-W Yellow, 38",Road Bikes,Bikes,605.65,18,1000.44,80.04
SO50809,2019-12-02,Samantha Hall,North America,United States,Southwest,"Road-550-W Yellow, 44",Road Bikes,Bikes,605.65,2,1000.44,80.04
SO50986,2019-12-18,Bailey Stewart,North America,United States,Southwest,"Road-550-W Yellow, 40",Road Bikes,Bikes,605.65,18,1000.44,80.04
SO50767,2019-11-28,Jonathan Coleman,North America,United States,Southwest,"Road-550-W Yellow, 48",Road Bikes,Bikes,605.65,28,1000.44,80.04
SO50802,2019-12-01,Cameron Diaz,North America,United States,Northwest,"Road-550-W Yellow, 42",Road Bikes,Bikes,605.65,1,1000.44,80.04
SO50987,2019-12-18,Nathan Diaz,North America,United States,Southwest,"Road-550-W Yellow, 44",Road Bikes,Bikes,605.65,18,1000.44,80.04
SO50784,2019-11-29,Katie Luo,North America,United States,Southwest,"Road-550-W Yellow, 40",Road Bikes,Bikes,605.65,29,1000.44,80.04
SO49732,2019-09-16,Lydia Fernandez,Pacific,Australia,Australia,"Mountain-200 Silver, 46",Mountain Bikes,Bikes,1117.86,16,2071.42,165.71
SO47485,2019-03-04,Carla Prasad,Europe,France,France,"Road-250 Red, 58",Road Bikes,Bikes,1320.68,4,2181.56,174.53
SO47486,2019-03-04,Katherine Brown,Europe,France,France,"Road-250 Black, 52",Road Bikes,Bikes,1320.68,4,2181.56,174.53
SO47471,2019-03-02,Carrie Alonso,Europe,France,France,"Road-250 Red, 52",Road Bikes,Bikes,1518.79,2,2443.35,195.47
SO47645,2019-03-28,Jodi Kumar,Europe,France,France,"Road-250 Black, 48",Road Bikes,Bikes,1320.68,28,2181.56,174.53
SO49677,2019-09-10,Louis Gao,Pacific,Australia,Australia,"Mountain-200 Black, 38",Mountain Bikes,Bikes,1105.81,10,2049.10,163.93
SO49785,2019-09-24,Olivia Alexander,Pacific,Australia,Australia,"Mountain-200 Black, 38",Mountain Bikes,Bikes,1105.81,24,2049.10,163.93
SO49622,2019-09-04,Joe Martin,Pacific,Australia,Australia,"Mountain-200 Silver, 38",Mountain Bikes,Bikes,1117.86,4,2071.42,165.71
SO49651,2019-09-08,Leslie Gill,Pacific,Australia,Australia,"Mountain-200 Silver, 38",Mountain Bikes,Bikes,1117.86,8,2071.42,165.71
SO49793,2019-09-25,Cristina Lal,Pacific,Australia,Australia,"Mountain-200 Silver, 38",Mountain Bikes,Bikes,1117.86,25,2071.42,165.71
SO49808,2019-09-26,Omar Nath,Pacific,Australia,Australia,"Mountain-200 Silver, 42",Mountain Bikes,Bikes,1117.86,26,2071.42,165.71
SO49667,2019-09-09,Willie Rai,Pacific,Australia,Australia,"Mountain-200 Silver, 42",Mountain Bikes,Bikes,1117.86,9,2071.42,165.71
SO49711,2019-09-14,Micah Wang,Pacific,Australia,Australia,"Mountain-200 Black, 46",Mountain Bikes,Bikes,1105.81,14,2049.10,163.93
SO49561,2019-08-29,Veronica Chandra,Pacific,Australia,Australia,"Mountain-200 Black, 38",Mountain Bikes,Bikes,1105.81,29,2049.10,163.93
SO47556,2019-03-14,Maurizio Macagno,Europe,France,France,"Road-250 Black, 58",Road Bikes,Bikes,1320.68,14,2181.56,174.53
SO47871,2019-04-18,Evelyn Kapoor,Europe,France,France,"Road-250 Red, 58",Road Bikes,Bikes,1320.68,18,2181.56,174.53
SO47903,2019-04-22,Meghan Diaz,Europe,France,France,"Road-250 Red, 44",Road Bikes,Bikes,1518.79,22,2443.35,195.47
SO47793,2019-04-09,Shannon Zhou,Europe,France,France,"Road-250 Red, 44",Road Bikes,Bikes,1518.79,9,2443.35,195.47
SO47786,2019-04-07,Ronnie He,Europe,France,France,"Road-250 Red, 52",Road Bikes,Bikes,1518.79,7,2443.35,195.47
SO47759,2019-04-02,Noah Ross,Europe,France,France,"Road-250 Black, 48",Road Bikes,Bikes,1320.68,2,2181.56,174.53
SO47846,2019-04-15,Henry Fernandez,Europe,France,France,"Road-250 Red, 44",Road Bikes,Bikes,1518.79,15,2443.35,195.47
SO47872,2019-04-18,Terry Tang,Europe,France,France,"Road-250 Black, 58",Road Bikes,Bikes,1320.68,18,2181.56,174.53
SO47945,2019-04-28,Ashlee Deng,Europe,France,France,"Road-250 Red, 52",Road Bikes,Bikes,1518.79,28,2443.35,195.47
SO47921,2019-04-24,Michael Miller,Europe,France,France,"Road-250 Black, 58",Road Bikes,Bikes,1320.68,24,2181.56,174.53
SO47800,2019-04-10,Colleen Nara,Europe,France,France,"Road-250 Black, 44",Road Bikes,Bikes,1320.68,10,2181.56,174.53
SO47946,2019-04-28,Audrey Moreno,Europe,France,France,"Road-250 Red, 48",Road Bikes,Bikes,1518.79,28,2443.35,195.47
SO48227,2019-05-23,Madison Hayes,Europe,France,France,"Road-250 Red, 44",Road Bikes,Bikes,1518.79,23,2443.35,195.47
SO48138,2019-05-08,Diane Ruiz,Europe,France,France,"Road-250 Black, 44",Road Bikes,Bikes,1320.68,8,2181.56,174.53
SO48160,2019-05-11,George Louverdis,Europe,France,France,"Road-250 Red, 58",Road Bikes,Bikes,1320.68,11,2181.56,174.53
SO48119,2019-05-05,Karla Tang,Europe,France,France,"Road-250 Red, 58",Road Bikes,Bikes,1320.68,5,2181.56,174.53
SO49652,2019-09-08,Deanna Weber,Pacific,Australia,Australia,"Mountain-200 Black, 46",Mountain Bikes,Bikes,1105.81,8,2049.10,163.93
SO48237,2019-05-24,Ashley Hughes,Europe,France,France,"Road-250 Black, 58",Road Bikes,Bikes,1320.68,24,2181.56,174.53
SO48253,2019-05-26,Juan Rogers,Europe,France,France,"Road-250 Red, 48",Road Bikes,Bikes,1518.79,26,2443.35,195.47
SO48117,2019-05-05,Cindy Sara,Europe,France,France,"Road-250 Black, 52",Road Bikes,Bikes,1320.68,5,2181.56,174.53
SO48272,2019-05-28,Andres Pal,Europe,France,France,"Road-250 Red, 58",Road Bikes,Bikes,1320.68,28,2181.56,174.53
SO48723,2019-06-29,Sebastian Watson,Europe,France,France,"Road-250 Red, 48",Road Bikes,Bikes,1518.79,29,2443.35,195.47
SO48549,2019-06-12,Frederick Vance,Europe,France,France,"Road-250 Black, 48",Road Bikes,Bikes,1320.68,12,2181.56,174.53
SO48567,2019-06-14,Damien Lal,Europe,France,France,"Road-250 Black, 52",Road Bikes,Bikes,1320.68,14,2181.56,174.53
SO48420,2019-06-01,Lacey Shan,Europe,France,France,"Road-250 Black, 52",Road Bikes,Bikes,1320.68,1,2181.56,174.53
SO48546,2019-06-12,Leonard Pal,Europe,France,France,"Road-250 Black, 52",Road Bikes,Bikes,1320.68,12,2181.56,174.53
SO48613,2019-06-18,Edwin Zhou,Europe,France,France,"Road-250 Black, 48",Road Bikes,Bikes,1320.68,18,2181.56,174.53
SO48459,2019-06-05,Derrick Vazquez,Europe,France,France,"Road-250 Black, 58",Road Bikes,Bikes,1320.68,5,2181.56,174.53
SO48614,2019-06-18,Randy Hu,Europe,France,France,"Road-250 Black, 48",Road Bikes,Bikes,1320.68,18,2181.56,174.53
SO48705,2019-06-27,Stefanie Malhotra,Europe,France,France,"Road-250 Black, 44",Road Bikes,Bikes,1320.68,27,2181.56,174.53
SO48452,2019-06-04,Robert Rodriguez,Europe,France,France,"Road-250 Red, 44",Road Bikes,Bikes,1518.79,4,2443.35,195.47
SO48599,2019-06-17,Jenny Lin,Europe,France,France,"Road-250 Black, 52",Road Bikes,Bikes,1320.68,17,2181.56,174.53
SO48503,2019-06-09,Dennis Yang,Europe,France,France,"Road-250 Red, 52",Road Bikes,Bikes,1518.79,9,2443.35,195.47
SO48703,2019-06-27,Suzanne Hu,Europe,France,France,"Road-250 Red, 48",Road Bikes,Bikes,1518.79,27,2443.35,195.47
SO49653,2019-09-08,Warren Liu,Pacific,Australia,Australia,"Mountain-200 Silver, 38",Mountain Bikes,Bikes,1117.86,8,2071.42,165.71
SO49948,2019-10-03,Randy Liu,Pacific,Australia,Australia,"Mountain-200 Black, 46",Mountain Bikes,Bikes,1105.81,3,2049.10,163.93
SO49941,2019-10-02,Latasha Gutierrez,Pacific,Australia,Australia,"Mountain-200 Silver, 46",Mountain Bikes,Bikes,1117.86,2,2071.42,165.71
SO49980,2019-10-06,Tommy Jai,Pacific,Australia,Australia,"Mountain-200 Black, 38",Mountain Bikes,Bikes,1105.81,6,2049.10,163.93
SO50134,2019-10-22,Tabitha Alvarez,Pacific,Australia,Australia,"Mountain-200 Silver, 42",Mountain Bikes,Bikes,1117.86,22,2071.42,165.71
SO49968,2019-10-05,Alejandro Ye,Pacific,Australia,Australia,"Mountain-200 Silver, 42",Mountain Bikes,Bikes,1117.86,5,2071.42,165.71
SO50155,2019-10-24,Jeffery Zheng,Pacific,Australia,Australia,"Mountain-200 Silver, 46",Mountain Bikes,Bikes,1117.86,24,2071.42,165.71
SO49981,2019-10-06,Meredith Suarez,Pacific,Australia,Australia,"Mountain-200 Black, 46",Mountain Bikes,Bikes,1105.81,6,2049.10,163.93
SO50168,2019-10-25,Dana Moreno,Pacific,Australia,Australia,"Mountain-200 Silver, 46",Mountain Bikes,Bikes,1117.86,25,2071.42,165.71
SO50050,2019-10-13,Jay Mehta,Pacific,Australia,Australia,"Mountain-200 Silver, 46",Mountain Bikes,Bikes,1117.86,13,2071.42,165.71
SO50072,2019-10-15,Derek She,Pacific,Australia,Australia,"Mountain-200 Black, 46",Mountain Bikes,Bikes,1105.81,15,2049.10,163.93
SO50135,2019-10-22,Jaime Raji,Pacific,Australia,Australia,"Mountain-200 Silver, 42",Mountain Bikes,Bikes,1117.86,22,2071.42,165.71
SO50156,2019-10-24,Cedric Yang,Pacific,Australia,Australia,"Mountain-200 Black, 38",Mountain Bikes,Bikes,1105.81,24,2049.10,163.93
SO50120,2019-10-21,George Lopez,Pacific,Australia,Australia,"Mountain-200 Silver, 38",Mountain Bikes,Bikes,1117.86,21,2071.42,165.71
SO50169,2019-10-25,Michele Goel,Pacific,Australia,Australia,"Mountain-200 Silver, 46",Mountain Bikes,Bikes,1117.86,25,2071.42,165.71
SO50121,2019-10-21,Bryant Perez,Pacific,Australia,Australia,"Mountain-200 Silver, 42",Mountain Bikes,Bikes,1117.86,21,2071.42,165.71
SO50040,2019-10-12,Joel Gonzalez,Pacific,Australia,Australia,"Mountain-200 Silver, 42",Mountain Bikes,Bikes,1117.86,12,2071.42,165.71
SO50065,2019-10-14,Valerie Hu,Pacific,Australia,Australia,"Mountain-200 Black, 38",Mountain Bikes,Bikes,1105.81,14,2049.10,163.93
SO48642,2019-06-21,Margaret Ma,Europe,France,France,"Road-250 Red, 58",Road Bikes,Bikes,1320.68,21,2181.56,174.53
SO48522,2019-06-10,Erik Rubio,Europe,France,France,"Road-250 Red, 52",Road Bikes,Bikes,1518.79,10,2443.35,195.47
SO48657,2019-06-22,Dana Alvarez,Europe,France,France,"Road-250 Black, 44",Road Bikes,Bikes,1320.68,22,2181.56,174.53
SO48424,2019-06-01,Alfredo Navarro,Europe,France,France,"Road-250 Black, 52",Road Bikes,Bikes,1320.68,1,2181.56,174.53
SO48505,2019-06-09,Krista Gutierrez,Europe,France,France,"Road-250 Red, 58",Road Bikes,Bikes,1320.68,9,2181.56,174.53
SO48506,2019-06-09,Whitney Subram,Europe,France,France,"Road-250 Black, 58",Road Bikes,Bikes,1320.68,9,2181.56,174.53
SO48675,2019-06-24,Jose Martin,Europe,France,France,"Road-250 Black, 58",Road Bikes,Bikes,1320.68,24,2181.56,174.53
SO48524,2019-06-10,Kelvin Lal,Europe,France,France,"Road-250 Black, 52",Road Bikes,Bikes,1320.68,10,2181.56,174.53
SO46876,2019-01-22,Adrienne Serrano,Europe,Germany,Germany,"Road-250 Black, 48",Road Bikes,Bikes,1320.68,22,2181.56,174.53
SO49032,2019-07-30,Kristin Jai,Europe,France,France,"Road-250 Red, 44",Road Bikes,Bikes,1518.79,30,2443.35,195.47
SO48930,2019-07-15,Latasha Dominguez,Europe,France,France,"Road-250 Red, 58",Road Bikes,Bikes,1320.68,15,2181.56,174.53
SO48952,2019-07-19,Johnny Moyer,Europe,France,France,"Road-250 Red, 44",Road Bikes,Bikes,1518.79,19,2443.35,195.47
SO48796,2019-06-30,Wendy Ortega,Europe,France,France,"Road-250 Black, 48",Road Bikes,Bikes,1320.68,30,2181.56,174.53
SO48922,2019-07-15,Jodi Shan,Europe,France,France,"Road-250 Red, 44",Road Bikes,Bikes,1518.79,15,2443.35,195.47
SO46730,2019-01-04,Brenda Chandra,Europe,Germany,Germany,"Road-250 Black, 58",Road Bikes,Bikes,1320.68,4,2181.56,174.53
SO46731,2019-01-04,Shawn Shan,Europe,Germany,Germany,"Road-250 Red, 58",Road Bikes,Bikes,1320.68,4,2181.56,174.53
SO46701,2019-01-01,Erika Munoz,Europe,Germany,Germany,"Road-250 Black, 48",Road Bikes,Bikes,1320.68,1,2181.56,174.53
SO46702,2019-01-01,Mackenzie Ramirez,Europe,Germany,Germany,"Road-250 Red, 48",Road Bikes,Bikes,1518.79,1,2443.35,195.47
SO46855,2019-01-19,Dana Dominguez,Europe,Germany,Germany,"Road-250 Black, 58",Road Bikes,Bikes,1320.68,19,2181.56,174.53
SO49988,2019-10-07,Erika Suarez,Pacific,Australia,Australia,"Mountain-200 Black, 46",Mountain Bikes,Bikes,1105.81,7,2049.10,163.93
SO50157,2019-10-24,Brendan Andersen,Pacific,Australia,Australia,"Mountain-200 Silver, 46",Mountain Bikes,Bikes,1117.86,24,2071.42,165.71
SO50008,2019-10-09,Abby Raman,Pacific,Australia,Australia,"Mountain-200 Silver, 46",Mountain Bikes,Bikes,1117.86,9,2071.42,165.71
SO50051,2019-10-13,Wesley Yang,Pacific,Australia,Australia,"Mountain-200 Silver, 46",Mountain Bikes,Bikes,1117.86,13,2071.42,165.71
SO50034,2019-10-11,Jennifer Patterson,Pacific,Australia,Australia,"Mountain-200 Silver, 42",Mountain Bikes,Bikes,1117.86,11,2071.42,165.71
SO49989,2019-10-07,Roger Ma,Pacific,Australia,Australia,"Mountain-200 Black, 38",Mountain Bikes,Bikes,1105.81,7,2049.10,163.93
SO50158,2019-10-24,Raul Rai,Pacific,Australia,Australia,"Mountain-200 Silver, 38",Mountain Bikes,Bikes,1117.86,24,2071.42,165.71
SO50149,2019-10-23,Meagan Raman,Pacific,Australia,Australia,"Mountain-200 Silver, 42",Mountain Bikes,Bikes,1117.86,23,2071.42,165.71
SO50126,2019-10-21,Derek Kumar,Pacific,Australia,Australia,"Mountain-200 Silver, 46",Mountain Bikes,Bikes,1117.86,21,2071.42,165.71
SO49915,2019-09-29,Kelvin Wang,Pacific,Australia,Australia,"Mountain-200 Silver, 42",Mountain Bikes,Bikes,1117.86,29,2071.42,165.71
SO49954,2019-10-04,Deanna Serrano,Pacific,Australia,Australia,"Mountain-200 Black, 42",Mountain Bikes,Bikes,1105.81,4,2049.10,163.93
SO49916,2019-09-29,Crystal Lu,Pacific,Australia,Australia,"Mountain-200 Silver, 46",Mountain Bikes,Bikes,1117.86,29,2071.42,165.71
SO50187,2019-10-27,Colleen Shan,Pacific,Australia,Australia,"Mountain-200 Black, 42",Mountain Bikes,Bikes,1105.81,27,2049.10,163.93
SO50060,2019-10-14,Karl Shen,Pacific,Australia,Australia,"Mountain-200 Black, 46",Mountain Bikes,Bikes,1105.81,14,2049.10,163.93
SO49955,2019-10-04,Meghan Moreno,Pacific,Australia,Australia,"Mountain-200 Black, 42",Mountain Bikes,Bikes,1105.81,4,2049.10,163.93
SO46822,2019-01-15,Jamie Harrison,North America,United States,Southwest,"Road-650 Red, 62",Road Bikes,Bikes,486.71,15,782.99,62.64
SO46842,2019-01-17,Nina Goel,North America,United States,Southwest,"Road-650 Red, 58",Road Bikes,Bikes,486.71,17,782.99,62.64
SO46880,2019-01-22,Sara Hernandez,North America,United States,Northwest,"Road-650 Black, 60",Road Bikes,Bikes,486.71,22,782.99,62.64
SO49933,2019-10-01,Zachary Miller,Pacific,Australia,Australia,"Mountain-200 Silver, 38",Mountain Bikes,Bikes,1117.86,1,2071.42,165.71
SO50075,2019-10-15,Jermaine Martinez,Pacific,Australia,Australia,"Mountain-200 Silver, 46",Mountain Bikes,Bikes,1117.86,15,2071.42,165.71
SO49922,2019-09-30,Destiny Jones,Pacific,Australia,Australia,"Mountain-200 Black, 42",Mountain Bikes,Bikes,1105.81,30,2049.10,163.93
SO50095,2019-10-17,Drew Tang,Pacific,Australia,Australia,"Mountain-200 Black, 46",Mountain Bikes,Bikes,1105.81,17,2049.10,163.93
SO49983,2019-10-06,Jay Rubio,Pacific,Australia,Australia,"Mountain-200 Silver, 46",Mountain Bikes,Bikes,1117.86,6,2071.42,165.71
SO49990,2019-10-07,Jillian Suri,Pacific,Australia,Australia,"Mountain-200 Silver, 46",Mountain Bikes,Bikes,1117.86,7,2071.42,165.71
SO50007,2019-10-09,Rosa Huang,Pacific,Australia,Australia,"Mountain-200 Silver, 42",Mountain Bikes,Bikes,1117.86,9,2071.42,165.71
